can_smiles,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,benzene,six_N1,six_N2,six_N3,six_N4,five_N1,five_N2,five_N3,five_N4,five_N1O1,five_N2O1,five_N3O1,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,c_NO2,NO2_content,Num_benzene,Num_six_N1,Num_six_N2,Num_six_N3,Num_six_N4,Num_five_N1,Num_five_N2,Num_five_N3,Num_five_N4,ring_content,con_rings,axis_symmetry,count_3n,T,bde_gnn
NC1=C(C(N2N=C(N=C2N)[N+]([O-])=O)=NN3N=NN=C13)[N+]([O-])=O,4,16,0,0,0,0,3,3,14,2,16,3,3,0,0,2,0,2,0,0,308.17800000000005,0.4930071484835153,-0.389809204,11.20494283824641,0.16329958217855012,-0.919046044,225,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,6,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.981613757,-0.163299582,0,0,11.1082350718065,0,0,0,0,0,0,0,20.70702617157974,0,-1.7808516,1.4011574074074071,0,0,21.854673143948936,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.2661011881751513,0.8171782413218798,3385.7028266059333,0.5913426282514221,0.5451394973035064,-0.519180474,6,4,4,12,0,0,0,0,2,0.3076923076923077,0,0,1,0,0,0,0,1,1,0.6153846153846154,2,0,0,275,262.9138
NC1=C(C(NC2=NN3C(C(N)=C2[N+]([O-])=O)=NN=N3)=NN4C1=NN=N4)[N+]([O-])=O,5,19,0,0,0,0,4,4,17,3,19,4,4,0,1,2,0,2,0,0,375.2290000000001,0.33977834412534397,-0.389811143,11.406328945158311,0.17578598723439964,-0.857055304,262.2899999999999,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,1,0,0,0,0,8,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.296052427,-0.351571974,0,0,11.438127467036198,0,0,2.351018518518518,0,0,0,0,28.178606072058454,0,-1.714110607,1.6020005039052656,0,0,22.812657890316622,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0.32103601080625477,0.7311244827809139,5295.382311173266,0.44170885915852703,0.5596582353709335,-0.618289098,8,5,4,15,0,0,0,0,2,0.25,0,0,2,0,0,0,0,0,2,0.6875,2,1,0,288,272.2482
NC1=C(C=NC2=C(C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN12)[N+]([O-])=O)[N+]([O-])=O,2,19,0,0,0,0,2,2,14,1,19,2,6,0,0,1,0,5,0,0,373.15400000000005,0.7541831760108366,-0.377802452,11.211155990173847,0.10798611111111134,-4.460988993,271.90999999999997,0,0,0,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,2,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.42587962962962966,0,0,0,0,-5.298567649,-0.997199074,-4.460988993,0,5.360509259259259,0,0,0,0,0,0,0,6.336778155706726,0,-8.552544879,0.10798611111111134,0,0,55.330740386432346,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2885472864085188,0.8436433410019505,4332.395610459103,0.5167849233373921,0.3376621984488978,-0.235827567,7,3,10,9,0,0,1,0,2,0.6206896551724138,0,0,1,0,0,0,1,0,0,0.3793103448275862,2,0,0,178,105.45074
NC1=C(C=NC2=C(C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN12)[N+]([O-])=O)C(O)=O,3,18,0,0,0,0,2,2,13,2,18,2,6,0,0,1,0,4,0,0,372.16600000000005,0.7541831451321649,-0.477499709,11.228710002519527,0.16881944444444463,-4.438561272,266.06999999999994,0,0,0,0,0,1,0,0,0,1,4,1,1,0,1,0,0,0,0,0,0,0,2,0,4,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.5254166666666666,0,0,0,-1.666023085,-4.945251323,-0.956087963,-4.438561272,0,5.421342592592592,0,0,0,0,0,0,0,6.438722600151172,0,-7.390863095,0.16881944444444463,0,8.915287029163517,55.58508452223482,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2656290622856788,0.8796029424361727,4361.898649435673,0.47884785568572774,0.3009409779506994,-0.343932546,8,4,10,8,0,0,1,0,1,0.4666666666666667,0,0,1,0,0,0,1,0,0,0.36666666666666664,2,0,0,144,111.554794
NC1=C(C2=NN=NN2)C(N[N+]([O-])=O)=NC3=NON=C13,4,13,0,0,0,0,3,3,10,3,13,3,3,0,2,1,0,1,0,0,264.165,0.22793246213000057,-0.396042909,10.568468679138322,0.02599489795918397,-0.797207105,187.45999999999998,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07180555555555723,0.17904856386999302,0,0,5.850513983371126,0,0,1.8905092592592592,2.4311772486772485,0,0,0,21.261129535147393,0,-0.797207105,0,0,0,10.568468679138322,0,4.476085600907029,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.4479167463376115,0.5843672459796021,2482.6279980347313,0.3426223556705482,0.5299717979293246,-0.66625026,6,4,3,10,1,0,0,0,0,0.17391304347826086,0,1,0,0,0,0,1,0,1,0.6956521739130435,2,0,0,249,148.461
NC1=C(C2=NN=NN2)C=NC3=C([N+]([O-])=O)C([N+]([O-])=O)=NN13,3,14,0,0,0,0,3,3,11,2,14,3,3,0,1,1,0,2,0,0,292.175,0.4703036738500621,-0.381309964,10.954635928445454,0.12986111111111098,-0.984196507,196.94999999999996,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,5,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.158001700680272,0,0,0,0,-1.584961262,-0.346829176,0,0,5.79241685563114,0,0,0,2.424823790627362,0,0,0,17.595834278155706,0,-1.9260782,0.7997222222222222,0,0,21.793534895439656,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.17747827210598122,0.8352910483567807,3693.2823420107,0.21977160834178391,0.47916488405921115,-0.657140412,7,4,4,10,0,0,0,0,2,0.32,0,0,1,0,0,0,1,0,1,0.64,2,0,0,147.5,259.54984
NC1=C(C2=NN=NN2)C=NC3=C([N+]([O-])=O)C(N[N+]([O-])=O)=NN31,4,15,0,0,0,0,3,3,11,3,15,3,4,0,2,1,0,2,0,0,307.19000000000005,0.36273743201931036,-0.382911105,11.073524817334341,0.08051114890400579,-0.979916383,208.98,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,5,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.1919444444444443,0,0,0,0,-0.9656229,-0.261042139,0,0,5.848043272864701,0,0,1.6305060311161501,2.444295241244646,0,0,0,17.90823494361779,0,-1.830825853,0.8906944444444445,0,0,21.571886257614974,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.23962780401348888,0.777108594812627,3986.3726419136296,0.28517325601233534,0.5013184022917414,-0.65106286,7,5,4,11,1,0,0,0,1,0.2962962962962963,0,0,1,0,0,0,1,0,1,0.5925925925925926,2,0,0,154,152.59914
NC1=C(C2=NN=NN2)N=NC3=NC(C4=NON=C4N)=NN31,5,14,0,0,0,0,4,4,13,3,14,4,2,0,1,2,0,0,0,0,287.20700000000005,0.273792388211703,-0.381555098,5.966649896069539,0.05286554127823995,0.05286554127823995,201.39000000000001,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0199662488452192,0.15381897203325812,0,0,11.550753357676609,0,0,0,2.5288461881666247,0,0,0,33.65954473725262,0,0,1.2582407407407405,0,0,0,0,4.495496421951598,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0.10505137049850648,0.8987005038623331,4196.686545352032,0.12446029781140634,0.6336892903028131,-0.863488703,7,5,1,13,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.8076923076923077,2,0,0,241,311.73834
NC1=C(C2=NN=NN2)N=NC3=NC(C4=NON=C4N=[N+]=[N-])=NN31,3,16,0,0,0,0,4,4,13,2,16,4,3,0,1,1,0,0,0,0,313.20500000000004,0.2737911491582907,-0.381555098,8.473628293475599,0.03757587448559696,-0.11611594,224.13000000000002,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,1,0,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4593328304691966,0.08667753212396123,0,0,5.974620575081884,0,0,0,2.5104084012061105,0,0,3.3189264193331653,33.52656229537345,0,0,1.2031103552532123,0,0,0,0,4.508551977507154,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0.13778709569800704,0.8942074160777548,4693.184427319546,0.387461996779735,0.6704873804696605,-0.740728916,7,3,1,15,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.8076923076923077,2,0,1,171,290.12265
NC1=C(N=NC2=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN12)[N+]([O-])=O,2,18,0,0,0,0,2,2,14,1,18,2,5,0,0,1,0,4,0,0,330.13300000000004,0.7645927037050879,-0.376352747,10.899172178130511,0.2973379629629631,-4.130039919,254.54999999999998,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,4,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.356897203,-0.737939815,-4.130039919,0,5.311569349962207,0,0,0,0,0,0,0,12.455292894935752,0,-6.579070295,0.2973379629629631,0,0,43.32820684523809,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.21697417660901952,0.9469716706937663,3757.6218977650556,0.5351098191154942,0.4240715105730115,-0.145395946,5,2,8,10,0,0,1,0,1,0.56,0,0,0,1,0,0,0,1,0,0.44,2,0,0,177,97.989624
NC1=NC(C2=[N+]([O-])ON=C2C3=NN(C)C(N)=N3)=NN1C,4,12,0,0,0,0,3,3,11,2,12,3,2,2,0,2,0,0,0,0,278.236,0.2983115992092635,-0.367987393,11.689890400604686,0.038981481481481284,-0.038981481,166.43,2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,1,0,0,0,0,3.193463351389939,0,0,0,0,0,0,0,0,0,0.535172062652223,0,0,0,11.177896772906694,0,0,0,0,0,0,0,19.53825396825397,0,0,2.8116367472915087,0,0,0,0,4.553686696900982,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0.36363944647543794,0.6556604816039,2983.0405373282697,0.38611029126025415,0.503169970816142,-1.092597651,8,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.5,0,0,0,278,331.3906
NC1=NC(C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)=NO1,2,10,0,0,0,1,1,2,8,1,10,2,3,0,0,1,0,2,2,2,251.158,0.3186772080863574,-0.351250611,10.658508361678004,0.05620370370370331,-0.750059524,151.21999999999997,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3.0292923280423283,0,0,0,0,-1.097266629,0,0,0,5.203617724867725,0,0,0,0,0,0,0,7.067216553287983,0,-1.500119048,0,0,0,21.31701672335601,0,4.4965589569161,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.32924163609189444,0.6707583640614384,2886.3348758633765,2.4373291302985967e-05,0.27870901982019286,-0.860016404,8,5,5,5,0,0,0,0,2,0.34782608695652173,1,0,0,0,0,0,1,0,0,0.4782608695652174,0,0,0,320,279.3128
NC1=NC(C2=NON=C2/N=N\C3=NON=C3C4=NC(N)=NC(N)=N4)=NC(N)=N1,8,18,0,0,0,0,4,4,18,4,18,4,4,0,0,4,0,0,0,0,384.28400000000016,0.24866023757273348,-0.367627783,5.530218256712249,0.010374149659864162,-0.123713316,283.97999999999996,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.714216149,0,0,0,22.120873026848997,0,0,0,0,0,0,7.709618291761149,37.280847632562654,0,0,0,0,0,0,0,9.2695438642246,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0.1876614128046181,0.8732878960383264,7583.673035219166,0.6830104824080774,0.5829022285601275,-0.915989216,10,8,2,16,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0.6111111111111112,0,1,0,320,304.39783
NC1=NC(C2=NON=C2[N+]([O-])=O)=NC(N)=[N+]1[O-],4,12,0,0,0,0,2,2,10,2,12,2,2,0,0,2,0,1,0,0,240.13899999999998,0.4474119539032844,-0.762031189,11.057455357142857,0.058377739984882826,-0.847396542,186.82000000000002,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.434171391,0,0,0,10.448875661375661,0,0,0,0,0,0,0,13.264996220710508,0,-0.847396542,0.058377739984882826,0,0,10.551043556311413,0,4.183109174225246,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.278235867665165,0.7511620423279867,2109.2785006230447,0.25933010510839916,0.4663965453341606,-0.533024623,5,4,4,8,0,0,0,0,1,0.19047619047619047,0,0,0,1,0,0,1,0,0,0.5238095238095238,0,0,0,246,222.0642
NC1=NC(C2=NON=C2[N+]([O-])=O)=NC3=NON=C31,2,12,0,0,0,0,3,3,11,1,12,3,2,0,0,1,0,1,0,0,250.134,0.4454879609457396,-0.381600651,10.66446948223734,0.04764077853363502,-0.781123158,172.77999999999997,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.070368481,0.201532501889645,0,0,5.571474867724868,0,0,0,0,0,0,0,21.05677595112119,0,-0.781123158,0,0,0,10.66446948223734,0,8.692769353111615,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0.24420774604243825,0.7834991086899434,2338.5794829055235,0.269087539277214,0.4477600006396571,-0.575691429,6,2,4,8,0,0,0,0,1,0.2,0,0,1,0,0,0,2,0,0,0.8,2,0,0,242,150.1338
NC1=NC(C2=NON=C2[N+]([O-])=O)=NN1,3,10,0,0,0,0,2,2,8,2,10,2,2,0,1,1,0,1,0,0,197.114,0.4455592149335108,-0.368155885,10.409036753590325,0.0252758881330315,-0.751603364,149.65,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72250189,0,0,0,5.233048941798942,0,0,0,2.3076691232048376,0,0,0,13.587739984882841,0,-0.751603364,0,0,0,10.409036753590325,0,4.194240362811791,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3054859829586478,0.717371101153722,1347.7133070658354,0.21076581922098403,0.4971742240530859,-0.527613462,4,3,3,7,0,0,0,0,1,0.23529411764705882,0,0,0,0,0,0,1,1,0,0.5882352941176471,0,0,0,220,145.1154
NC1=NC(C2=NON=C2N[N+]([O-])=O)=NC3=NON=C31,3,13,0,0,0,0,3,3,11,2,13,3,3,0,1,1,0,1,0,0,265.149,0.26437528473782806,-0.381600673,10.37034349542286,0.01731198034769399,-0.830777274,184.80999999999995,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,0,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.434160053,0.25142830897791235,0,0,5.61219671201814,0,0,1.7877529761904762,0,0,0,0,21.538671658478204,0,-0.830777274,0,0,0,10.37034349542286,0,8.834200680272108,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0.25228295735296125,0.7528137077858383,2974.965612900411,0.1471401685139807,0.475204507654187,-0.573262581,6,3,4,9,1,0,0,0,0,0.18181818181818182,0,0,1,0,0,0,2,0,0,0.7272727272727273,2,0,0,136,130.62775
NC1=NC(C2=NON=C2N=[N+]=[N-])=NC3=NON=C31,2,12,0,0,0,0,3,3,10,1,12,3,2,0,0,1,0,0,0,0,246.15,0.22955603367860986,-0.381600683,8.34874013185521,0.041064814814815165,-0.103977702,178.39999999999998,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030177154195013323,0.3684498089359205,0,0,5.63575034643487,0,0,0,0,0,0,3.273295776643991,21.862522203325774,0,0,0,0,0,0,0,8.912792501259762,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0.21780071685450833,0.7821992831522006,2589.5741574156573,5.661013976614171e-06,0.5687588868576071,-0.715011172,6,2,2,10,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.8,2,0,1,170,287.8049
NC1=NC(N)=NC(C2=NON=C2[N+]([O-])=O)=N1,4,11,0,0,0,0,2,2,10,2,11,2,2,0,0,2,0,1,0,0,224.14000000000001,0.4454900703861999,-0.367627762,10.535418556311413,0.16856481481481467,-0.789679705,172.76999999999998,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.408938964,0,0,0,10.601653439153438,0,0,0,0,0,0,0,17.142072940287225,0,-0.789679705,0,0,0,10.535418556311413,0,4.21738851095994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.31880847789076566,0.7154148753069518,1807.265098789839,0.2727962016242248,0.4996876951905058,-0.642455608,5,4,3,8,0,0,0,0,1,0.2,0,0,0,1,0,0,1,0,0,0.55,0,0,0,235,289.24728
NC1=NC2=NON=C2C3=C1C(N=[N+]=[N-])=N[N+]([O-])=N3,2,12,0,0,0,0,3,3,9,1,12,3,1,0,0,1,0,0,0,0,246.15,0.22808281408165781,-0.569290201,11.227067271352986,0.013981481481481595,-0.243148148,179.31,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288333333,0.3753954081632662,0,0,5.667496220710506,0,0,0,0,0,0,3.257481103552532,17.841512188208615,0,0,-0.013981481,0,0,0,0,4.474539005416982,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.29471851199893656,0.7084589662325056,2228.500088182072,0.13065110709862343,0.5687588868576071,-0.715011172,6,2,2,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.85,3,0,1,255,286.78232
NC1=NC2=NON=C2C3=N[N+]([O-])=NC(N=[N+]=[N-])=C31,2,12,0,0,0,0,3,3,9,1,12,3,1,0,0,1,0,0,0,0,246.15,0.22808281408165781,-0.569290201,11.227067271352986,0.01398148148148115,-0.243148148,179.31000000000003,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288333333,0.3753954081632669,0,0,5.667496220710506,0,0,0,0,0,0,3.257481103552532,17.841512188208615,0,0,-0.013981481,0,0,0,0,4.474539005416982,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.42555415141965286,0.639363633769238,1982.1833583369717,0.38949239171741895,0.5687588868576071,-0.715011172,6,2,2,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.85,3,0,1,205,286.78394
NC1=NC2=NON=C2N3C1=NN=C3C4=CNN=C4,3,10,0,0,0,0,4,4,9,2,10,4,1,0,1,1,0,0,0,0,243.19000000000003,0.24359485811221973,-0.380466847,5.78088033824641,0.2087452758881334,0.2087452758881334,136.7,0,0,0,0,0,2,0,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3043990929705216,0,0,0,0,1.4920323129251711,1.0966156462585042,0,0,5.78088033824641,0,0,0,2.7017609126984126,0,0,0,23.348399707105067,0,0,1.6240277777777776,0,0,0,0,4.651884212018141,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0.32640692661433296,0.6909591023436661,2053.5252474294466,0.31227224474175297,0.518113409268473,-1.151363132,8,5,1,9,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0.9130434782608695,3,0,0,360,389.9488
NC1=NN(CC2=NO[N+]([O-])=C2C)C=N1,2,8,0,0,0,0,2,2,7,1,8,2,2,0,0,1,0,0,0,0,196.17000000000002,0.24183474143940834,-0.366505597,10.85274754346183,0.18161848072562403,0.18161848072562403,109.7,1,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1.6102371504157218,0,0.31425925925925924,0,0,1.4569406651549508,0,0,0,0,1.088073507180651,0,0,0,5.321673044217687,0,0,0,0,0,0,0,11.148154761904761,0,0,1.815283446712018,0,0,0,0,4.3926306216931215,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.25720525394160576,0.8982266333972346,1376.7534638197337,0.7616552543766016,0.4282000305857163,-1.141866748,6,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.45454545454545453,0,0,0,158,260.5386
NC1=NN(N=NN2C3=NC([N+]([O-])=O)=N2)C3=N1,2,12,0,0,0,0,3,3,11,1,12,3,1,0,0,1,0,1,0,0,222.12800000000001,0.4931613156309486,-0.389690454,10.463361678004535,0.03421012849584204,-0.74513322,155.32,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.627755102,0.20740740740740815,0,0,5.346036470143613,0,0,0,0,0,0,0,21.651987906273618,0,-0.74513322,1.9073998488284198,0,0,10.463361678004535,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.17657003958008152,0.8234299604483099,1972.3763208942014,1.2907667003968922e-05,0.630267233306922,-0.504213787,4,2,2,10,0,0,0,0,1,0.2222222222222222,0,0,0,0,1,0,0,2,0,0.8888888888888888,3,0,0,178.2,279.25208
NC1=NN=NN1CC2=NO[N+]([O-])=C2C,2,9,0,0,0,0,2,2,8,1,9,2,2,0,0,1,0,0,0,0,197.158,0.24198262460189107,-0.366628531,10.848554894179895,0.15726757369614575,0.15726757369614575,122.59,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,1.5827191987906273,0,0.21171296296296283,0,0,0,0,0,0,0,0.9618046107331832,0,0,0,5.4288043272864694,0,0,0,0,0,0,0,13.968388133030992,0,0,1.6257284580498863,0,0,0,0,4.372287414965987,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2946220177067499,0.8686552834209745,1269.1278860399404,0.7097902319575246,0.49706326905324644,-0.933261648,5,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.47619047619047616,0,0,0,173,319.96704
NC1=NN2C([N+]([O-])=O)=NN=C2N1C3=NNN=N3,3,13,0,0,0,0,3,3,11,2,13,3,2,0,1,1,0,1,0,0,237.14300000000003,0.4842324301135026,-0.389716552,10.625469261778786,0.023703703703704226,-0.729161234,171.63,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.554960317,0.023703703703704226,0,0,5.576995464852608,0,0,0,2.2329022581254723,0,0,0,21.315461230788614,0,-0.729161234,2.050787037037037,0,0,10.625469261778786,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.19881988583936994,0.8340461326463677,2081.9919345045014,0.31817878119978804,0.6493971991583137,-0.506023792,4,3,2,11,0,0,0,0,1,0.2,0,0,0,0,0,0,0,2,1,0.75,2,0,0,205,300.59738
NC1=NNC=C1C(N2N)=NNC2=O,6,8,0,0,0,0,2,2,6,4,8,2,1,0,2,2,0,0,0,0,181.159,0.36177532032377985,-0.381613798,10.894786470143613,0.24138888888888932,-0.504074074,131.39999999999998,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5082407407407405,0,0,0,0,0.9748148148148159,0,0,0,10.859423658352231,0,0,0,4.720755857898714,0,0,0,7.350404383975812,0,0,0.8623148148148148,0,0,10.894786470143613,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24822866699794785,0.796060562781167,1156.2392594738708,0.4453075517966864,0.5409612550301115,-1.104002561,5,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,380,270.2864
NN1C(C2=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN2)=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N1,3,25,0,0,0,0,2,2,18,2,25,2,9,0,1,1,0,6,0,0,449.16900000000015,0.7645942613278431,-0.320965426,11.053833066067464,0.05849537037037056,-4.33880102,357.13999999999993,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,1,0,0,0,4,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.438961325,0,-8.641085601,0,5.254099584278156,0,0,0,1.6978807634164776,0,0,0,12.124062736205593,0,-11.73524786,-0.05849537,0,0,66.23220687146147,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.16318919233069848,0.9716893073933316,8367.922044746343,0.7265882985742836,0.40519270029766064,-0.053432004,6,3,12,13,0,0,2,0,0,0.5882352941176471,0,0,0,0,0,0,0,2,0,0.29411764705882354,0,0,0,124,129.06093
