,can_smiles,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,c_NO2,NO2_content,benzene_ono2,benzene_1no2,benzene_2no2,benzene_3no2,benzene_4no2,six_N1_0no2,six_N1_1no2,six_N1_2no2,six_N1_3no2,six_N2_0no2,six_N2_1no2,six_N2_2no2,six_N2_3no2,six_N3_0no2,six_N3_1no2,six_N3_2no2,six_N3_3no2,six_N4_0no2,six_N4_1no2,five_N1_0no2,five_N1_1no2,five_N1_2no2,five_N1_3no2,five_N1_4no2,five_N2_0no2,five_N2_1no2,five_N2_2no2,five_N2_3no2,five_N2_4no2,five_N3_0no2,five_N3_1no2,five_N3_2no2,five_N3_3no2,five_N3_4no2,five_N4_0no2,five_N4_1no2,five_N4_2no2,five_N4_3no2,five_N4_4no2,ring_content,con_rings,axis_symmetry,count_3n,T,bde_gnn
20,Nc1nnnn1CCn1nc([N+](=O)[O-])nc1N,4,12,0,0,0,0,2,2,11,2,12,2,4,2,0,2,0,1,0,0,240.187,0.4925721559336199,-0.38969061,10.40763327244478,0.0524574829931969,-0.723966049,169.49000000000004,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0.5054176114890401,0,0,0,0,0,0,0,-0.464148505,0,0,0,10.887690224237843,0,0,0,0,0,0,0,17.487471655328797,0,-0.723966049,2.492268518518518,0,0,10.40763327244478,0,0,0,0,0,0,0.155130010319163,0.8642645127387625,2905.939937030398,0.3924200702959242,0.5828791733107952,-0.799377152,5,8,2,10,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2,0,0,0,277,297.54205
21,O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1CCC2,1,17,0,1,1,0,2,2,13,1,17,3,4,2,1,0,0,4,0,0,369.2100000000002,0.4696821791535365,-0.357561004,11.244938665280928,0.0159637188208614,-1.063625913,220.23,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0.1284467120181405,0,0,0,0,0,0,0,-5.130060994,0,0,0,0,0,0,2.3021296296296296,0,0,0,0,7.085068342151676,0,-4.25319035,1.837947845804989,0,0,44.514829407071474,0,0,0,0,0,0,0.3351995214406181,0.7893459508551799,4411.942634646852,0.7534819802542702,0.3412691963922971,-0.585032908,9,7,8,9,0,0,0,0,4,0.4848484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,276,268.27255
22,O=[N+]([O-])c1cc([N+](=O)[O-])c2[n-][n+]3nc4c([N+](=O)[O-])cc([N+](=O)[O-])nc4n3c2c1,0,17,0,0,0,1,3,4,11,0,17,4,4,0,0,0,0,4,2,2,389.2000000000001,0.3709711836507223,-0.357793767,11.248644914756026,0.2308371126228261,-0.97226285,220.95,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.209400982615268,0,0,0,0,-2.995534979,-1.357397959,0,0,0,0,0,0,0,0,0,0,11.292868480725623,0,-3.673310658,1.5698922902494328,0,0,44.643707587973466,0,0,0,0,0,0,0.2851689513400318,0.7148310488502527,6646.353720313797,2.35367171615051e-05,0.3237410071942445,-0.637204522,11,3,8,9,0,0,0,0,4,0.5161290322580645,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3225806451612903,4,0,0,366,249.7766
23,Nc1c([N+](=O)[O-])c(N)[n+]([O-])c(N)[n+]1[O-],6,10,0,0,0,0,1,1,7,3,10,1,1,0,0,3,0,1,0,0,202.13,0.4513857275672629,-0.706296459,10.952685185185183,0.2624074074074074,-1.034814815,175.07999999999998,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.468518519,0,0,0,15.072180650037794,0,0,0,0,0,0,0,0,0,-1.034814815,-0.524814815,0,0,10.358631897203326,0,0,0,0,0,0,0.4020220981763299,0.6477492842373938,1251.5101177060185,0.1282044068807114,0.4155741354573788,-0.554098847,4,6,4,6,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,276,361.3911
24,NC(N)=C(c1ncnc(N)n1)[N+](=O)[O-],6,9,0,0,0,0,1,1,8,3,9,1,2,0,0,3,0,1,0,0,197.158,0.352354476457986,-0.379857112,10.49915343915344,0.1429629629629627,-0.787592593,159.87,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0318518518518518,0,0,0,-1.069722222,-0.404537037,0,0,0,15.39605253212396,0,0,0,0,0,0,0,10.502307256235827,0,-0.787592593,0,0,0,10.49915343915344,0,0,0,0,0,0,0.3245832545635085,0.7654494291558936,1337.4070067593632,0.5530339311396754,0.4970632690532464,-0.933261648,5,7,2,7,0,0,0,0,1,0.1904761904761904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,1,0,0,276,295.9895
25,COc1c([N+](=O)[O-])cc(-n2cc([N+](=O)[O-])c([N+](=O)[O-])n2)cc1[N+](=O)[O-],0,15,0,0,0,1,1,2,11,0,15,2,6,0,0,0,0,4,2,0,354.1910000000001,0.4676584565239299,-0.48536341,11.084445074326029,0.3653703703703701,-1.124025731,199.61,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,4,1,0,0,0,0,0,0.9847236038839576,0,0,0,0,2.1864720332577474,0,0,0,0,-4.73373504,0,0,0,0,0,0,0,0,0,0,0,3.34750141723356,0,-4.140593663,0.5651851851851852,0,0,43.812280346584096,4.6658857709750565,0,0,0,0,0,0.2314858950266491,0.7934891853702757,5798.97083864556,0.461173223423819,0.2371601762890643,-0.632427137,10,6,9,6,0,0,0,0,4,0.5161290322580645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,240.22078
26,NC1C([N+](=O)[O-])N=Nc2ncnn21,2,9,0,1,1,0,1,1,8,1,9,2,1,0,0,1,0,1,0,0,183.13100000000003,0.3553547438326226,-0.301861197,10.406729024943312,0.1857407407407412,-1.283148148,124.59,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2187887377173092,-2.222962963,0,0,0,0.1857407407407412,0,0,0,5.501018518518519,0,0,0,0,0,0,6.899907407407408,7.382568027210884,0,-0.612314815,1.1671296296296296,0,0,10.406729024943312,0,0,0,0,0,0,0.2478928201055715,0.883800848122053,1001.8307724813216,0.6831232985360112,0.5351360501498925,-0.742637784,4,5,2,7,0,0,0,0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2777777777777778,2,0,0,275.6,231.88998
27,Nc1c([N+](=O)[O-])cc(-n2cncc2[N+](=O)[O-])cc1[N+](=O)[O-],2,12,0,0,0,1,1,2,9,1,12,2,4,0,0,1,0,3,2,0,294.18300000000005,0.347289773178528,-0.387495853,10.881393613000755,0.16037037037037,-0.908139645,173.26,0,0,0,0,0,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.721387944066516,0,0,0,0,-2.72585034,0,0,0,5.363227040816327,0,0,0,0,0,0,0,3.54156887755102,0,-2.593041383,0.8744444444444444,0,0,32.57579837490552,0,0,0,0,0,0,0.3995153843441407,0.7296401601432213,3038.222417466852,0.5986687108616716,0.2855365537777507,-0.815818725,9,6,6,6,0,0,0,0,3,0.4444444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,250.03908
28,NC(N)=C(c1nnn[nH]1)[N+](=O)[O-],5,9,0,0,0,0,1,1,7,3,9,1,2,0,1,2,0,1,0,0,171.12,0.3536284602959113,-0.379856369,10.31148148148148,0.1666666666666663,-0.766342593,149.64,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.973564815,-0.166666667,0,0,0,10.057962962962964,0,0,0,2.1681481481481484,0,0,0,9.5575,0,-0.766342593,0,0,0,10.31148148148148,0,0,0,0,0,0,0.3937170979071,0.714309228443837,896.5713115959605,0.4132509806483163,0.5726975222066384,-0.607760636,3,5,2,7,0,0,0,0,1,0.2352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2941176470588235,1,0,0,275,278.6844
29,O=[N+]([O-])c1n[nH]c(-c2noc(-c3[nH]nc([N+](=O)[O-])c3[N+](=O)[O-])n2)c1[N+](=O)[O-],2,19,0,0,0,0,3,3,13,2,19,3,6,0,2,0,0,4,0,0,382.1650000000001,0.4678827056996833,-0.357561866,11.054475081329338,0.6075453514739222,-1.12693642,268.84,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.936724524,0,0,0,0,0,0,0,3.974113914084152,0,0,0,13.23671065643378,0,-4.484570649,0,0,0,43.67497382195659,0,4.693856292517006,0,0,0,0,0.1763968667009761,0.8379339265758355,6373.190778281222,0.1963064950255512,0.3663339133620293,-0.334933864,8,2,9,10,0,0,0,0,4,0.5517241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1724137931034483,0,0,0,274,263.59137
30,O=[N+]([O-])c1cnc(NNc2ncc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,2,16,0,0,0,0,2,2,12,2,16,2,7,0,2,0,0,4,0,0,366.2060000000001,0.3194896990814714,-0.276904594,10.97905474035344,0.4906937620727298,-0.956656449,222.4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.7289297600480857,0,0,0,0,-3.818505674,0,0,0,0,0,0,4.3176445578231295,0,0,0,0,6.987418115394306,0,-3.691221443,0,0,0,43.23786734149032,0,0,0,0,0,0,0.1490172493318396,0.9013547170502616,6886.682796655869,0.5097629858560607,0.3058387901891285,-0.655368836,10,6,8,8,0,0,0,0,4,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,265.82718
31,Nc1c(-c2nnn[nH]2)[n+]([O-])nc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,3,16,0,0,0,0,3,3,12,2,16,3,3,0,1,1,0,2,0,0,309.16200000000003,0.4705785657784029,-0.59359955,11.882781557067272,0.0919982993197279,-1.099958428,223.89,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,5,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.205702003,-0.680162509,0,0,5.672416855631141,0,0,0,2.244823790627362,0,0,0,16.65805650037793,0,-2.167007905,0.5077239229024944,0,0,21.793534895439656,0,0,0,0,0,0,0.1956895772217962,0.8237103668818003,3841.6505994615104,0.261136150722857,0.4981207263505864,-0.439898823,6,3,5,11,0,0,0,0,2,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.44,2,0,0,273,257.82538
32,O=[N+]([O-])c1n[nH]c(-c2nc(-c3noc(-c4[nH]nc([N+](=O)[O-])c4[N+](=O)[O-])n3)no2)c1[N+](=O)[O-],2,22,0,0,0,0,4,4,16,2,22,4,7,0,2,0,0,4,0,0,450.2000000000002,0.4678827057303726,-0.357561859,11.154521214546604,0.4460934219366754,-1.099835864,307.75999999999993,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,6,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.52191088,0,0,0,0,0,0,0,4.073112997063144,0,0,0,20.76015658718345,0,-4.371159851,0,0,0,44.06048694259289,0,9.605493928236534,0,0,0,0,0.0806600398282195,0.9278809116507458,13689.738846742011,0.2111796987381302,0.3731674811195022,-0.390937361,10,2,10,12,0,0,0,0,4,0.4705882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2941176470588235,0,0,0,272,249.0171
33,O=[N+]([O-])c1c[nH]nc1-c1n[nH]cc1[N+](=O)[O-],2,10,0,0,0,0,2,2,6,2,10,2,3,0,2,0,0,2,0,0,224.136,0.3161455623923546,-0.277861825,10.596936885865455,0.1685648148148144,-0.697183485,143.64,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.070910808767952,0,0,0,0,-1.068240741,0,0,0,0,0,0,0,4.531912320483749,0,0,0,7.138703703703704,0,-1.394366969,0,0,0,21.193873771730917,0,0,0,0,0,0,0.3678585314828105,0.7353734281635539,1585.3890835028376,0.4831922144350914,0.3747724595781132,-0.713852304,6,4,4,6,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,312.76764
34,O=[N+]([O-])c1c[nH]nc1-c1nc(-c2nonc2[N+](=O)[O-])no1,1,14,0,0,0,0,3,3,11,1,14,3,4,0,1,0,0,2,0,0,294.14300000000003,0.4456231020899294,-0.357639441,10.764128453850676,0.2103174603174598,-0.8483516,192.8,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1.0270959309649783,0,0,0,0,-2.297780665,0,0,0,0,0,0,0,2.2776472348198538,0,0,0,17.139825680272107,0,-1.553894558,0,0,0,21.44944171495759,0,9.008222946586042,0,0,0,0,0.1961334548283532,0.8386339978197991,3669.897962600685,0.328755805320951,0.3807671778692677,-0.4895578,7,2,6,8,0,0,0,0,2,0.3478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0,0,0,272,240.85287
35,Nn1nc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])nn1N,4,14,0,0,0,0,2,2,12,2,14,2,3,0,0,2,0,2,0,0,256.142,0.4930867288030342,-0.38969046,10.425517605190224,0.3288888888888885,-0.890378559,199.74000000000004,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.244531368,0,0,0,10.59505857898715,0,0,0,0,0,0,0,13.34873015873016,0,-1.780757118,1.046095993953137,0,0,20.85103521038045,0,0,0,0,0,0,0.2158334847512521,0.847058452677455,2795.599297437954,0.6137508461758862,0.5465718234416845,-0.374792108,4,4,4,10,0,0,0,0,2,0.3636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,271,297.4417
36,Nc1c([N+](=O)[O-])c(N)[n+]([O-])c(=O)n1O,5,10,0,0,0,0,1,1,8,3,10,1,1,0,0,2,0,1,0,0,203.114,0.4816726292783811,-0.737296297,10.805185185185184,0.3457407407407409,-1.508703704,164.35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.880092593,0,0,0,9.951574074074074,0,0,0,0,0,0,0,0,0,-1.078148148,-0.878981481,0,8.839629629629629,21.09101851851852,0,0,0,0,0,0,0.410047210343511,0.6402352069455556,1238.532919831853,0.1345195684527297,0.3446340478745925,-0.433254232,4,5,5,5,0,0,0,0,1,0.2105263157894736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,271,325.77493
37,O=c1[nH]cc([N+](=O)[O-])nc1-c1n[nH]/c(=N/[N+](=O)[O-])o1,2,13,0,0,0,0,2,2,8,2,13,2,3,0,2,0,0,2,0,0,269.13300000000004,0.3863588390689731,-0.395313352,11.406887282690851,0.4670833333333333,-1.049704979,186.21,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.7924551209372639,0,0,0,0,-1.609849091,0,0,0,0,0,0,0,4.084104544595617,0,0,2.756415028974553,6.80973544973545,0,-1.888592451,0,0,0,31.990812363525656,0,4.71598544973545,0,0,0,0,0.2760233100406978,0.7239766899598801,3121.434353277792,1.718857381298203e-06,0.3641322320191133,-0.445876202,6,3,6,7,1,0,0,0,1,0.3636363636363636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,270,199.8164
38,Nc1nc([N+](=O)[O-])nn1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],3,15,0,0,0,0,2,2,11,2,15,2,4,0,1,1,0,3,0,0,285.136,0.4929576763272746,-0.389690468,10.758483087679515,0.4006944444444444,-1.035925926,214.83,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.221211262,0,0,0,5.306490929705214,0,0,0,1.814579081632653,0,0,0,9.589896069538929,0,-3.056862245,0.4006944444444444,0,0,31.99987315759637,0,0,0,0,0,0,0.4281644118311989,0.7248215950474506,2533.4631352116376,0.808184310334442,0.4418943942539701,-0.308624656,5,3,6,9,0,0,0,0,3,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270,247.19334
39,Cn1nc([N+](=O)[O-])c(N)c1[N+](=O)[O-],2,9,0,0,0,0,1,1,7,1,9,1,2,1,0,1,0,2,0,0,187.115,0.4430402933633712,-0.384624709,10.320648148148148,0.5300925925925923,-0.872685185,130.12,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,1.209814814814815,0,0,0,0,0,0,0,0,0,-1.807037037,0,0,0,5.139351851851852,0,0,0,0,0,0,0,3.281851851851852,0,-1.696759259,0.7574074074074073,0,0,20.557685185185186,0,0,0,0,0,0,0.2796959272355319,0.7347557869729296,1212.4635081709932,0.196969772678189,0.374101488389493,-0.555807926,4,5,4,5,0,0,0,0,2,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270,305.7073
40,O=[N+]([O-])c1noc(N=C2NCN([N+](=O)[O-])CN2)n1,2,13,0,1,1,0,1,1,8,2,13,2,3,0,2,0,0,2,0,0,258.154,0.5116971718287155,-0.389657097,10.393417930073774,0.0743415375409424,-0.829974088,164.86,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,2,1,2,0,0,0,2,0,1,0,0,0,0,0,0,-0.148683075,0,0,0,0,0,0,0.1450444066515497,-1.038582819,0,0,0,0,0,0,5.126010015117158,0,0,0,3.715345804988662,6.424055492567398,0.8564332955404383,-1.418942281,0,0,0,20.67704828771117,0,4.4852225844041325,0,0,0,0,0.1409375764195498,0.8714834601192855,3506.707073188284,0.3500835250863246,0.4338495626641462,-0.495828072,5,6,5,8,1,0,0,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,224.16087
41,Cc1cc(C)n2nc([N+](=O)[O-])nc2n1,0,7,0,0,0,0,2,2,6,0,7,2,1,2,0,0,0,1,0,0,193.16600000000005,0.4930320934030681,-0.389690461,10.406235355253212,0.2585185185185188,-0.635462963,86.22,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,3.5908720710506428,0,0,0,0,1.783140589569161,0,0,0,0,1.107961073318216,0.2585185185185188,0,0,0,0,0,0,0,0,0,0,11.396851851851851,0,-0.635462963,1.3523148148148143,0,0,10.406235355253212,0,0,0,0,0,0,0.2184981230470631,0.7860113095986765,1479.2552128699688,0.1972605970755906,0.362382613917563,-1.283869832,7,7,2,5,0,0,0,0,1,0.1904761904761904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2857142857142857,2,0,0,269,268.6489
42,Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-],2,9,0,0,0,0,1,1,7,1,9,1,2,0,0,1,0,2,0,0,173.088,0.4602185627304271,-0.389763438,10.077314814814816,0.4842592592592591,-0.909722222,130.12,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7620370370370371,0,0,0,0,-1.411203704,0,0,0,4.988148148148148,0,0,0,0,0,0,0,3.048611111111111,0,-1.774444444,0.4842592592592591,0,0,20.117962962962963,0,0,0,0,0,0,0.2349037927881996,0.7740293102155927,1105.779924669498,0.0919600186221174,0.4044185616564983,-0.323534849,3,3,4,5,0,0,0,0,2,0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268.8,268.7985
43,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],8,22,0,0,0,2,0,2,16,4,22,2,7,0,0,4,0,6,6,0,484.2540000000003,0.3285708042723536,-0.387400331,11.713286407155454,1.434692478103372,-1.771802721,362.92,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.34277988,0,0,0,21.61376732174351,0,0,0,0,0,0,0,0,0,-9.125925647,0,0,0,69.42746910109824,0,0,0,0,0,0,0.3948429536052464,0.9495885812341556,5768.613517248971,1.3009293291460375,0.2891044782283677,-0.528648189,12,8,12,10,0,0,0,0,6,0.5714285714285714,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,282.25208
44,Nc1n[n+]([O-])nc2[nH]nc([N+](=O)[O-])c12,3,10,0,0,0,0,2,2,7,2,10,2,1,0,1,1,0,1,0,0,197.114,0.4030815150092316,-0.569193149,10.68018896447468,0.0420908919123204,-0.74236489,150.56,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.78837963,-0.137685185,0,0,5.303703703703704,0,0,0,2.207546296296296,0,0,0,9.805370370370367,0,-0.74236489,-0.042090892,0,0,10.44018896447468,0,0,0,0,0,0,0.2200082975660175,0.7799917024341546,1365.076365722943,9.449409247606812e-07,0.4971742240530859,-0.527613462,4,3,3,7,0,0,0,0,1,0.2352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3529411764705882,2,0,0,365,284.00394
45,Nn1cnnc1-n1ncc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,2,12,0,0,0,1,2,3,10,1,12,3,3,0,0,1,0,2,2,2,290.199,0.2867806390546978,-0.334997771,11.040487055933484,0.0692554799697664,-0.725246126,160.83000000000004,0,0,0,0,0,4,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4.450419658604182,0,0,0,0,-0.784843159,0.2677777777777783,0,0,5.581580687830688,0,0,0,0,0,0,0,11.19348434744268,0,-1.439010771,2.18,0,0,21.94196239606954,0,0,0,0,0,0,0.3619960216157397,0.6965161211759612,3146.6351268216254,0.4838210384959439,0.3859420604481752,-0.937287861,9,6,4,8,0,0,0,0,2,0.2962962962962963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3703703703703703,2,0,0,267,282.1863
