,can_smiles,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,c_NO2,NO2_content,benzene_ono2,benzene_1no2,benzene_2no2,benzene_3no2,benzene_4no2,six_N1_0no2,six_N1_1no2,six_N1_2no2,six_N1_3no2,six_N2_0no2,six_N2_1no2,six_N2_2no2,six_N2_3no2,six_N3_0no2,six_N3_1no2,six_N3_2no2,six_N3_3no2,six_N4_0no2,six_N4_1no2,five_N1_0no2,five_N1_1no2,five_N1_2no2,five_N1_3no2,five_N1_4no2,five_N2_0no2,five_N2_1no2,five_N2_2no2,five_N2_3no2,five_N2_4no2,five_N3_0no2,five_N3_1no2,five_N3_2no2,five_N3_3no2,five_N3_4no2,five_N4_0no2,five_N4_1no2,five_N4_2no2,five_N4_3no2,five_N4_4no2,ring_content,con_rings,axis_symmetry,count_3n,T,bde_gnn
389,C=NN/C(N)=N\[N+](=O)[O-],3,7,0,0,0,0,0,0,3,2,7,0,2,0,1,1,0,1,0,0,131.09500000000003,0.2860425453448731,-0.363220965,9.520521541950114,0.3935185185185179,-0.936990741,105.91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.9634013605442178,0,0,0,0,0,0,0,-0.393518519,0,0,0,0,4.848611111111111,0,0,1.9768055555555557,0,0,0,5.667314814814815,0,0,-0.936990741,0,0,0,9.520521541950114,0,0,0,0,0,0,0.4934594588792367,0.6110448214497928,545.9255607639926,0.3708798352819381,0.5339639192951675,-0.549220031,2,5,2,5,1,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.9,199.84387
390,O=[N+]([O-])OCn1nnc([N+](=O)[O-])n1,0,11,0,0,0,0,1,1,9,0,11,1,4,0,0,0,0,1,0,0,190.075,0.5143163089978373,-0.389644371,10.004923941798944,0.5842592592592593,-1.074212963,139.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,-0.631111111,0,0,0,0,0,0,0,-0.743566704,0,0,0,0,0,0,0,0,0,0,0,9.235299508692366,0,-1.953518519,0.5842592592592593,0,0,19.67838624338624,3.818531746031746,0,0,0,0,0,0.1226188801767638,0.9599142698836284,1705.3882949525637,0.5914838777259173,0.4419308167828488,0,2,2,5,6,0,1,0,0,1,0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,170.81,113.43091
391,O=C(NCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1,25,0,0,0,0,0,0,16,1,25,0,13,0,1,0,0,7,0,0,461.16900000000027,0.7336921578383258,-0.424190676,11.399777494331063,0.6136753590325008,-4.350536264,343.54999999999995,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,8,1,0,0,0,0,0,0,0,-5.894508456,0,0,0,0,0,0,-2.031773904,0,0,-8.602386106,0,0,0,0,1.2803202947845804,0,0,0,0,0,-0.613675359,-13.92977667,0,0,0,86.49505105814899,3.8681422430083146,0,0,0,0,0,0.1773773410452934,0.948522006433952,9024.111741922026,0.8806815834295789,0.2732187115786186,0.0173472197827694,6,7,16,9,1,0,2,0,0,0.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,153.43549
392,O=[N+]([O-])Nc1nnc2nnc(/N=N\c3nnc4nnc(N[N+](=O)[O-])nn34)n2n1,2,22,0,0,0,0,4,4,18,2,22,4,6,0,2,0,0,2,0,0,390.2040000000001,0.3208330360179383,-0.234422196,10.449025609046425,0.1153608510029859,-0.888902626,272.7799999999999,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,2,10,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.374410777,-0.230721702,0,0,0,0,0,3.409390237010742,0,0,0,7.436980662635424,35.91007715876888,0,-1.777805253,1.8303872366210028,0,0,20.89805121809285,0,0,0,0,0,0,0.1173590887444463,0.9236223318027312,9161.862131993938,0.5810884893901076,0.6458160346895468,-0.369037734,6,2,4,18,2,0,0,0,0,0.2666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.7333333333333333,2,0,0,170,106.8181
393,[N-]=[N+]=Nc1c(I)c([N+](=O)[O-])c(I)c([N+](=O)[O-])c1I,0,9,0,0,0,1,0,1,5,0,12,1,3,0,0,0,0,2,2,0,586.8090000000001,0.302916735133957,-0.258239902,10.921323563869992,0.0785185185185186,-0.733114135,135.04000000000002,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-0.882557596,0,0,0,0,0,0,0,0,0,0,3.286296296296296,0,0,-1.466228269,0,0,0,21.842647127739983,0,0,0,0,0,4.804337358276644,0.5050623951162113,0.5311193459250614,6489.932208015498,0.4405709300124588,0.1192892406217355,-0.218128897,6,0,4,5,0,0,0,0,2,0.4444444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,170,268.81555
394,[N-]=[N+]=Nc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,0,26,0,0,0,0,1,1,18,0,26,1,13,0,0,0,0,6,0,0,480.17900000000026,0.7336434629628872,-0.438283257,10.872646109101735,1.069149659863945,-4.162386029,364.7299999999999,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,6,2,0,0,0,0,0,0,0,-3.940888842,0,0,0,0,0,0,0,-3.668715986,0,-8.324772058,0,0,0,0,0,0,0,0,2.782585978835979,9.371622260015116,0,-11.58602938,0,0,0,65.23587665461042,8.81051351095994,0,0,0,0,0,0.2465482013222301,0.8701473344388719,9830.48858428913,0.8754567141236254,0.3498695278219163,-0.066641815,7,4,14,12,0,0,2,0,0,0.5405405405405406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1621621621621621,1,0,1,169.9,145.22859
395,O=[N+]([O-])/N=c1\[nH]c(Cn2nc([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])no1,1,18,0,0,0,0,2,2,12,1,18,2,6,0,1,0,0,4,0,0,345.1440000000001,0.4981460749160348,-0.357621116,10.979669233434114,0.3138926681783822,-1.413243155,244.55999999999997,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,4,1,0,0,4,0,1,0,0,0,0,0,0,-0.706619426,0,0,0,0,0,0,0,-4.337078032,0,0,0,0,0,0,0,2.137058767951625,0,0,2.71598403250189,6.427466143864953,0,-4.935730839,0.3199999999999998,0,0,42.74864046242158,0,4.387371189216427,0,0,0,0,0.4049230887922634,0.8366031911778404,3829.650035752912,1.0349503521756112,0.3650650163410054,-0.208608581,6,3,9,9,1,0,0,0,3,0.5925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1851851851851851,0,0,0,169.6,201.63715
396,O=[N+]([O-])C(COc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],0,32,0,0,0,0,1,1,23,0,32,1,16,0,0,0,0,9,0,0,588.1840000000003,0.7630025607831025,-0.438275274,11.30185862307886,1.9455933484504897,-4.877025463,445.38999999999993,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,2,0,0,0,0,0,0,0,-4.734291619,0,0,0,0,0,0,0,-6.214965986,0,-13.88056185,0,0,0,0,0,0,0,0,0,8.18027305366591,0,-19.78107804,0,0,0,99.88149537661712,8.417633692365836,0,0,0,0,0,0.5372628174535028,0.6219908987029217,10837.51961712984,0.9572912396553316,0.2856249064918459,0.0544047440936849,8,4,20,12,0,0,3,0,0,0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1363636363636363,1,0,0,169.5,158.0358
397,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2,30,0,0,0,0,0,0,20,2,30,0,16,0,2,0,0,8,0,0,578.2290000000003,0.7169289110702002,-0.433477665,11.633949232585596,1.108610773973224,-4.267847421,421.7799999999999,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,10,2,0,0,0,0,0,0,0,-8.158940827,0,0,0,0,0,0,-4.314473884,0,0,-12.38938697,0,0,0,0,2.217221547946448,0,0,0,0,0,0,-15.92684228,0,0,0,110.43696340343266,8.049727407032602,0,0,0,0,0,0.0977600289982373,0.9864925786697716,19349.886210063865,0.930123170421744,0.2421186069878886,-0.083012094,9,10,20,10,0,0,2,1,0,0.5510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,243.9361
398,O=C(NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2,25,0,0,0,0,0,0,17,2,25,0,10,0,2,0,0,6,0,0,474.1640000000002,0.7336924100499541,-0.423882755,11.288999433106577,0.984177295918367,-4.246349078,352.56999999999994,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,9,2,0,0,0,0,0,0,0,-4.276619258,0,0,0,0,0,0,-6.232674871,0,0,-8.492698155,0,0,0,0,1.968354591836734,0,0,0,0,0,0,-12.14327461,0,0,0,97.43906966004393,7.592720604311513,0,0,0,0,0,0.0887630717247621,0.9780357091993648,14491.840710065471,0.8435820348341991,0.2362051948271062,0,7,6,17,8,0,0,2,0,0,0.5263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169,199.7235
399,Nc1nc2c([N+](=O)[O-])cnn2c(N)c1[N+](=O)[O-],4,11,0,0,0,0,2,2,9,2,11,2,2,0,0,2,0,2,0,0,239.15099999999995,0.35236613679847,-0.377765798,10.657527872260015,0.2401851851851848,-0.82875,168.51,0,0,0,0,0,1,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8907331821617537,0,0,0,0,-1.969448224,-0.240185185,0,0,10.77056500377929,0,0,0,0,0,0,0,7.104907407407407,0,-1.564814815,0.7982407407407406,0,0,21.27166761148904,0,0,0,0,0,0,0.2344423128379746,0.7931648086839752,2104.6479781645444,0.1143056320958963,0.4097829404853,-0.702485041,6,5,4,7,0,0,0,0,2,0.3636363636363636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,325,303.38434
400,O=[N+]([O-])Nc1nc(Nc2nnn[nH]2)c([N+](=O)[O-])cc1[N+](=O)[O-],3,16,0,0,0,0,2,2,11,3,16,2,6,0,3,0,0,3,0,0,312.1620000000001,0.3238131901475268,-0.301927018,10.945375566893423,0.1560128495842778,-1.096279841,220.83,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5188133030990172,0,0,0,0,-3.215533825,0,0,0,0,0,0,3.769817176870748,2.2153009259259258,0,0,0,13.241801303854876,0,-3.102542674,0,0,0,32.20283856135047,0,0,0,0,0,0,0.4146860248475477,0.6142630329502722,3446.3333168286363,0.3574591256128541,0.4484850814641116,-0.410043503,6,4,6,10,1,0,0,0,2,0.4615384615384615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1923076923076923,0,0,0,169,183.37265
401,[N-]=[N+]=Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1CN(Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1N=[N+]=[N-])[N+](=O)[O-],0,26,0,0,0,0,2,2,16,0,26,2,11,0,0,0,0,5,0,0,484.2220000000002,0.4678305931450106,-0.357561935,11.47240488788108,0.0062585034013604,-1.434414506,352.1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,1,5,2,0,0,5,0,0,0,0,0,0,0,0,-2.485721372,0,0,0,0,0,0,0,-7.887388435,0,0,0,0,0,0,0,0,0,0,5.759876045204328,6.376397077349458,-0.006258503,-6.577763487,0.3856075207860923,0,0,55.88239530480374,0,0,0,0,0,0,0.5447611133043527,0.8747788056999573,5529.518781486527,1.1939369869611915,0.4625977340971701,-0.264341562,8,4,10,16,1,0,0,0,4,0.5263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,169,215.51083
402,O=[N+]([O-])C(COc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],0,33,0,0,0,0,1,1,24,0,33,1,18,0,0,0,0,9,0,0,618.2100000000003,0.733643478810376,-0.438211724,11.02489613460934,1.6594968820861669,-4.398134602,454.6199999999999,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,3,0,0,0,0,0,0,0,-6.6840625,0,0,0,0,0,0,0,-4.978490646,0,-13.19440381,0,0,0,0,0,0,0,0,0,8.884270124716554,0,-18.73018991,0,0,0,99.22406521148405,13.004746315192744,0,0,0,0,0,0.3943958305854853,0.722023245681087,14951.24048344475,0.9398816814503252,0.2717523171737757,0,9,6,21,12,0,0,3,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1,0,0,168.8,189.61154
403,O=[N+]([O-])/N=c1/[nH]nc(-c2n[nH]nc2[N+](=O)[O-])[nH]1,3,13,0,0,0,0,2,2,7,3,13,2,3,0,3,0,0,2,0,0,241.127,0.420989288,-0.357684221,10.54027903754094,0.0916203703703699,-0.953370103,184.68,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.831017574,0,0,0,0,0,0,0,6.561759023053666,0,0,2.8848715041572186,10.33490662005543,0,-1.725522093,0,0,0,20.608659611992945,0,0,0,0,0,0,0.1758689091253905,0.8474260864114644,2520.1358737772293,0.2381193415156909,0.5225462100884595,-0.364952909,4,3,4,9,1,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.25,0,0,0,168.45,198.62857
404,O=[N+]([O-])C(CNc1nc(-c2nonc2NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n[nH]1)([N+](=O)[O-])[N+](=O)[O-],3,26,0,0,0,0,2,2,19,3,26,2,13,0,3,0,0,6,0,0,493.22200000000026,0.7168289003783878,-0.34461418,10.959821634251682,0.5441334404132021,-3.917785089,363.39,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,1,0,0,0,4,0,6,0,0,0,6,0,1,0,0,0,0,0,0,-3.053970684,0,0,0,0,0,0,0,-2.350743496,0,-7.800673558,0,0,0,0,3.823554294230701,2.0357245606575964,0,0,0,13.549928158686953,0,-10.57950477,0,0,0,65.6160318784712,0,4.310288401173141,0,0,0,0,0.1382801411732034,0.9457767685667549,12340.665063698252,0.7876714681124807,0.3690021937383165,-0.210858396,8,7,13,13,0,0,2,0,0,0.4878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2439024390243902,0,0,0,168.01,161.74153
405,O=C(OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],0,22,0,0,0,0,0,0,16,0,22,0,11,0,0,0,0,6,0,0,430.1510000000002,0.7336489750590264,-0.456288336,11.249004157218444,1.4844002739984878,-4.269896147,311.43999999999994,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,0,0,0,0,0,0,0,-5.347282218,0,0,0,0,0,0,-4.507664872,0,0,-8.309390744,0,0,0,0,0,0,0,0,0,0,0,-11.86316421,0,0,0,86.10001082446294,7.658299083522298,0,0,0,0,0,0.127508380395198,0.9862290479493344,9468.720964286877,0.859622389230336,0.1952802620475135,-0.03719624,7,6,16,6,0,0,2,0,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,154.51215
406,Nc1nc([N+](=O)[O-])nn1-c1n[n+]([O-])c(N)[n+]([O-])n1,4,14,0,0,0,0,2,2,11,2,14,2,2,0,0,2,0,1,0,0,256.142,0.5812826036947867,-0.653629537,11.069455309901738,0.2338425925925924,-0.916010802,205.55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.728212186,0,0,0,10.311916414714034,0,0,0,0,0,0,0,12.966289210128496,0,-0.916010802,0.088240740740741,0,0,10.402766334929034,0,0,0,0,0,0,0.1861241145206141,0.823551554866411,2866.1509064687903,0.1869355625125105,0.5465718234416845,-0.374792108,4,4,4,10,0,0,0,0,1,0.1818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2727272727272727,0,0,0,168,278.15002
407,O=c1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[nH]1,1,24,0,0,0,0,1,1,17,1,24,1,12,0,1,0,0,6,0,0,455.16500000000025,0.7336434788127054,-0.439593777,11.393443877551022,1.2510794595616015,-4.147828875,335.93999999999994,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,7,2,0,0,0,0,0,0,0,-3.916122685,0,0,0,0,0,0,0,-2.595908919,0,-8.285861832,0,0,0,0,0,1.553066184807256,0,0,0,5.919821900982615,0,-11.58185114,0,0,0,76.09256822242213,8.640332105064246,0,0,0,0,0,0.1566126429859435,0.949687443905525,8560.230068335233,0.8686565016799709,0.2768226906726131,-0.052728132,7,5,15,9,0,0,2,0,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,1,0,0,167.6,147.95644
408,O=C(O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1,15,0,0,0,0,0,0,9,1,15,0,8,0,0,0,0,4,0,0,283.10900000000004,0.72286945188937,-0.47976325,10.47377409297052,0.5032407407407407,-4.1225,213.1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,5,0,0,0,0,0,0,0,0,-3.427013889,0,0,0,0,0,0,-1.846626039,0,0,-4.1225,0,0,0,0,0,0,0,0,0,0,-0.503240741,-7.331923186,0,0,8.289759070294785,52.05605583900227,0,0,0,0,0,0,0.519666364231274,0.7635286951366639,1770.6755380226307,0.8929469632793618,0.2472545909879234,-0.028257668,4,5,10,5,1,0,1,0,0,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,127.69344
409,Nn1nc(-n2cnc([N+](=O)[O-])n2)nc1[N+](=O)[O-],2,13,0,0,0,0,2,2,11,1,13,2,3,0,0,1,0,2,0,0,241.127,0.4909658974210825,-0.389718736,10.428550012597633,0.2918518518518516,-0.859284455,173.72,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.9416591080876792,0,0,0,0,-1.695391156,0,0,0,5.152240173847317,0,0,0,0,0,0,0,13.584648526077096,0,-1.688299635,1.2195833333333332,0,0,20.74277982489292,0,0,0,0,0,0,0.1159465296286572,0.8862623661342288,2912.525841055923,0.0568240631364406,0.5225462100884595,-0.364952909,4,3,4,9,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,167,271.01343
410,O=[N+]([O-])c1cc([N+](=O)[O-])c2n[n+]3[n-]c4c([N+](=O)[O-])c(Cl)c([N+](=O)[O-])cc4n3c2c1,0,16,0,0,0,2,2,4,10,0,17,4,4,0,0,0,0,4,4,2,422.6570000000001,0.3109129026511387,-0.258305549,11.400658803644916,0.2089644746787595,-0.974447279,208.06,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2.491540112958763,0,0,0,0,-3.822370279,-1.158491119,0,0,0,0,0,0,0,0,0,0,7.684616402116402,0,-3.705189804,1.652886117409927,0,0,45.092430039764096,0,0,0,5.783259601471782,0,0,0.2402373091295493,0.7655072064513876,7824.42066000658,0.1180850189119242,0.2649902876327612,-0.662475719,12,3,8,8,0,0,0,0,4,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3125,4,0,0,324.5,251.63464
411,O=[N+]([O-])n1cnc(-c2nc(/N=N/c3n[nH]c(-c4ncn([N+](=O)[O-])n4)n3)n[nH]2)n1,2,20,0,0,0,0,4,4,16,2,20,4,6,0,2,0,0,2,0,0,388.22800000000007,0.3386221968341154,-0.338793083,10.575170547027469,0.0275424963883381,-0.779874003,255.55999999999997,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,2,8,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.782726777265502,0,0,0,0,-0.374842583,0,0,0,0,0,0,0,4.887919027372421,0,0,7.362080183925422,29.79067785768085,0,-1.559748006,0.8105045550432797,0,0,21.150341094054937,0,0,0,0,0,0,0.1402400823620572,0.8597599442599915,12004.61644950328,0.0005639763683141,0.576980537210093,-0.576980537,8,4,4,16,2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.3125,0,0,0,166,137.4998
412,O=[N+]([O-])c1nc(-c2nc([N+](=O)[O-])nn2C([N+](=O)[O-])[N+](=O)[O-])n(C([N+](=O)[O-])[N+](=O)[O-])n1,0,24,0,0,0,0,2,2,18,0,24,2,9,0,0,0,0,6,0,0,434.15400000000017,0.5677220758316762,-0.389691149,10.99064484126984,0.3617819349962206,-3.115677438,320.25999999999993,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-6.231354875,0,0,0,-5.798038549,0,0,0,0,0,0,0,0,0,0,0,11.916931216931218,0,-9.230986395,-0.72356387,0,0,65.70017290249433,0,0,0,0,0,0,0.5604565254032882,0.7045166364642554,4789.068356022719,0.90116092227954,0.3869594659959368,-0.036853282,6,2,12,12,0,0,0,2,2,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,166,141.46204
413,O=[N+]([O-])C(F)(c1nonc1/N=N\c1nonc1C(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],0,20,0,0,0,0,2,2,16,0,22,2,8,0,0,0,0,4,0,0,410.1220000000002,0.6673139561019111,-0.255554206,14.061769428463151,1.3504497354497351,-4.592481576,275.11999999999995,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.146606303,0,-9.184963152,0,0,0,0,0,0,0,0,5.733559145880575,10.766109615142351,0,-8.108328856,0,0,0,42.6082899565295,0,7.766777447089947,28.123538856926302,0,0,0,0.2769384923840123,0.9508488958616832,5196.810926979926,0.961845023462271,0.3413618386723949,-0.078025563,6,0,10,10,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3571428571428571,0,1,0,166,108.64113
